geo_accession,target
GSM215051,0
GSM215052,0
GSM215053,0
GSM215054,0
GSM215055,0
GSM215056,0
GSM215057,0
GSM215058,0
GSM215059,0
GSM215060,0
GSM215061,0
GSM215062,0
GSM215063,0
GSM215064,0
GSM215065,0
GSM215066,0
GSM215067,0
GSM215068,0
GSM215069,0
GSM215070,0
GSM215071,0
GSM215072,0
GSM215073,0
GSM215074,0
GSM215075,0
GSM215076,0
GSM215077,0
GSM215078,0
GSM215079,0
GSM215080,0
GSM215081,0
GSM215082,0
GSM215083,1
GSM215084,1
GSM215085,1
GSM215086,1
GSM215087,1
GSM215088,1
GSM215089,1
GSM215090,1
GSM215091,1
GSM215092,1
GSM215093,1
GSM215094,1
GSM215095,1
GSM215096,1
GSM215097,1
GSM215098,1
GSM215099,1
GSM215100,1
GSM215101,1
GSM215102,1
GSM215103,1
GSM215104,1
GSM215105,1
GSM215106,1
GSM215107,1
GSM215108,1
GSM215109,1
GSM215110,1
GSM215111,1
GSM215112,1
GSM215113,1
GSM215114,1
